# SPEKA A2 word source — American English headwords (NGSL / CEFR-J / high-frequency basis)
# Creative content (phonetic, exampleEN, tr) is original, authored for SPEKA. License-clean.
# Format (TAB-separated): headword <TAB> pos <TAB> phonetic <TAB> exampleEN <TAB> tr
# Lines starting with # are comments. Blank lines ignored.
# pos vocabulary: noun, verb, adjective, adverb, pronoun, preposition,
#                 conjunction, determiner, number, interjection, modal, auxiliary
# A2 level: words a learner meets AFTER A1 — more abstract nouns, useful verbs,
#           connectors, and everyday-but-less-basic vocabulary. No A1 headwords.
#
# ---- Connectors & function words ----
other	determiner	/ˈʌðər/	I'll come on the other day.	diğer
another	determiner	/əˈnʌðər/	Would you like another cup of tea?	bir başka / bir tane daha
few	determiner	/fju/	Only a few people came to the party.	birkaç / az
little	determiner	/ˈlɪtəl/	There is little water left.	az / küçük
#
# ---- Time, days, ordinals ----
afternoon	noun	/ˌæftərˈnun/	I have a meeting this afternoon.	öğleden sonra
evening	noun	/ˈivnɪŋ/	We watch a movie in the evening.	akşam
midnight	noun	/ˈmɪdnaɪt/	The party ended at midnight.	gece yarısı
weekend	noun	/ˈwikɛnd/	We relax at home on the weekend.	hafta sonu
birthday	noun	/ˈbɜrθdeɪ/	Happy birthday to you!	doğum günü
date	noun	/deɪt/	What is the date today?	tarih
Tuesday	noun	/ˈtuzdeɪ/	The dentist appointment is on Tuesday.	Salı
Wednesday	noun	/ˈwɛnzdeɪ/	We have a test on Wednesday.	Çarşamba
Thursday	noun	/ˈθɜrzdeɪ/	The store is closed on Thursday.	Perşembe
Saturday	noun	/ˈsætərdeɪ/	We go shopping on Saturday.	Cumartesi
Sunday	noun	/ˈsʌndeɪ/	I sleep late on Sunday.	Pazar
spring	noun	/sprɪŋ/	The flowers bloom in spring.	ilkbahar
summer	noun	/ˈsʌmər/	We go to the beach every summer.	yaz
autumn	noun	/ˈɔtəm/	The leaves fall in autumn.	sonbahar
winter	noun	/ˈwɪntər/	It snows a lot in winter.	kış
first	number	/fɜrst/	She finished in first place.	birinci
second	number	/ˈsɛkənd/	This is my second cup of coffee.	ikinci
third	number	/θɜrd/	He lives on the third floor.	üçüncü
twenty	number	/ˈtwɛnti/	There are twenty students in the class.	yirmi
thirty	number	/ˈθɜrti/	She is about thirty years old.	otuz
forty	number	/ˈfɔrti/	The hike takes about forty minutes.	kırk
fifty	number	/ˈfɪfti/	There are about fifty seats in the room.	elli
thousand	number	/ˈθaʊzənd/	The car costs ten thousand dollars.	bin
million	number	/ˈmɪljən/	The city has two million people.	milyon
#
# ---- Phrasal-ish & extra useful verbs ----
wake	verb	/weɪk/	I wake up at six every morning.	uyanmak
sell	verb	/sɛl/	They sell fresh fish at the market.	satmak
rent	verb	/rɛnt/	We rent a small apartment downtown.	kiralamak
fill	verb	/fɪl/	Please fill the glass with water.	doldurmak
add	verb	/æd/	Add a little salt to the soup.	eklemek
remove	verb	/rɪˈmuv/	Please remove your shoes inside.	çıkarmak / kaldırmak
check	verb	/tʃɛk/	Let me check the schedule.	kontrol etmek
search	verb	/sɜrtʃ/	I will search for it online.	aramak (araştırmak)
contain	verb	/kənˈteɪn/	This box contains old photos.	içermek
include	verb	/ɪnˈklud/	The price includes breakfast.	dahil etmek
cover	verb	/ˈkʌvər/	Snow covered the whole town.	örtmek / kaplamak
protect	verb	/prəˈtɛkt/	A hat protects you from the sun.	korumak
avoid	verb	/əˈvɔɪd/	Try to avoid the busy roads.	kaçınmak / sakınmak
escape	verb	/ɪˈskeɪp/	The bird escaped from its cage.	kaçmak
hide	verb	/haɪd/	The cat likes to hide under the bed.	saklanmak / saklamak
discover	verb	/dɪˈskʌvər/	Scientists discovered a new planet.	keşfetmek
solve	verb	/sɑlv/	Can you solve this puzzle?	çözmek
create	verb	/kriˈeɪt/	She wants to create her own brand.	yaratmak / oluşturmak
produce	verb	/prəˈdus/	This factory produces cars.	üretmek
provide	verb	/prəˈvaɪd/	The school provides free lunch.	sağlamak / temin etmek
support	verb	/səˈpɔrt/	My family supports my decision.	desteklemek
manage	verb	/ˈmænɪdʒ/	She manages a small team.	yönetmek / başa çıkmak
control	verb	/kənˈtroʊl/	He couldn't control his anger.	kontrol etmek
develop	verb	/dɪˈvɛləp/	They develop apps for phones.	geliştirmek
increase	verb	/ɪnˈkris/	Prices increase every year.	artmak / artırmak
reduce	verb	/rɪˈdus/	We need to reduce our spending.	azaltmak
compare	verb	/kəmˈpɛr/	Let's compare the two phones.	karşılaştırmak
measure	verb	/ˈmɛʒər/	Please measure the window first.	ölçmek
weigh	verb	/weɪ/	The baby weighs four kilos.	tartmak / ağırlığında olmak
count	verb	/kaʊnt/	The child can count to twenty.	saymak
divide	verb	/dɪˈvaɪd/	Divide the cake into eight pieces.	bölmek
mix	verb	/mɪks/	Mix the flour with the eggs.	karıştırmak
pour	verb	/pɔr/	She poured milk into the bowl.	dökmek
heat	verb	/hit/	Heat the soup before serving.	ısıtmak
freeze	verb	/friz/	Water will freeze at zero degrees.	donmak / dondurmak
melt	verb	/mɛlt/	The snow melts in spring.	erimek
shine	verb	/ʃaɪn/	The sun shines all day in summer.	parlamak
ring	verb	/rɪŋ/	The phone keeps ringing.	çalmak (zil)
knock	verb	/nɑk/	Someone is knocking at the door.	vurmak (kapı)
press	verb	/prɛs/	Press this button to begin.	basmak
lift	verb	/lɪft/	He can lift heavy boxes easily.	kaldırmak
hang	verb	/hæŋ/	Hang your coat on the hook.	asmak
tie	verb	/taɪ/	Tie your shoes before you run.	bağlamak
roll	verb	/roʊl/	The ball rolled down the hill.	yuvarlanmak
spread	verb	/sprɛd/	Spread the butter on the bread.	yaymak / sürmek
shake	verb	/ʃeɪk/	Shake the bottle before you open it.	sallamak / sarsmak
bend	verb	/bɛnd/	Bend your knees when you lift.	bükmek / eğilmek
kick	verb	/kɪk/	He kicked the ball into the net.	tekmelemek
hit	verb	/hɪt/	The ball hit the window.	vurmak / çarpmak
miss	verb	/mɪs/	I miss my family when I travel.	özlemek / kaçırmak
wonder	verb	/ˈwʌndər/	I wonder where she is now.	merak etmek
guess	verb	/ɡɛs/	Can you guess my age?	tahmin etmek
mind	verb	/maɪnd/	Do you mind if I open the window?	sakıncası olmak
fit	verb	/fɪt/	These shoes don't fit me.	uymak (beden)
suit	verb	/sut/	That color suits you well.	yakışmak / uygun olmak
